content,label,cleaned_text
"Saya sudah memasukan Noka dan Nosin dengan benar tapi muncul notifikasi ""periksa kembali Nosin dan Noka anda"". Lalu bagaimana cara saya membooking kalau kaya gini??",negatif,pasu noka nosin muncul notifikasi periksa nosin noka membooking kaya gin
Ini real apk Honda? Brand mobil besar itu? Sejelek ini? Mau booking service aja Gk bisa hadeh,negatif,real aplikasi honda brand mobil jelek booking service tidak hadeh
"Ko sayah gak bisa login yaa, padahal sudah pake email cuma disitu keteranganya masukan nomor yang benar, padahal nomor saya sudah benar tapi tetep tidak bisa masuk..",negatif,ko sayah tidak login yaa pake email situ keteranganya masuk nomor nomor tetep tidak masuk
Kurang membantu bos,negatif,kurang bantu bos
Yang baru ini sudah lebih banyak fiturnya,positif,fiturnya
Fungsinya sudah bagus dan informasinya komplit,positif,fungsi bagus informasi komplit
Nice app,positif,nice aplikasi
Semoga bermanfaat,positif,moga manfaat
"Semenjak update Honda e-Care kacau, mulai dari data kendaraan hilang sehingga tidak bisa booking service. Setelah di input kembali, yang keluar harus konfirmasi kepemilikan... Hingga kini belum ada SOLUSI",negatif,semenjak update honda care kacau data kendara hilang tidak booking service input konfirmasi milik belum solusi
"Closing mulu,,, ini real punya Honda, brand besar itukah??",negatif,closing mulu real honda brand
Update terbaru tgl 26/01/2022 malah tidak bisa tampil,positif,update baru tgl tidak tampil
𝚂𝚎𝚝𝚎𝚕𝚊𝚑 𝚍𝚒 𝚄𝙿𝙶𝚁𝙰𝙳𝙴 𝚊𝚙𝚕𝚒𝚔𝚊𝚜𝚒 𝚐𝚊𝚔 𝚋𝚒𝚜𝚊 𝚍𝚒𝚋𝚞𝚔𝚊..??,negatif,telah upgrade aplikasi tidak buka
Masih banyak para teknisi yang mempermainkan konsumen. Sangat mengecewakan!!!,negatif,teknisi main konsumen kecewa
Ada gak mobil honda freed ke,negatif,tidak mobil honda freed
Ini kenapa not responding ? di update gak bisa log in juga.,negatif,not responding update tidak log in
Layanan baik,positif,layan
Apk sampah,negatif,aplikasi sampah
"Nggak bisa registrasi kendaraan, keterangannya kendaraan tdk ditemukan",negatif,tidak registrasi kendara terang kendara tidak temu
Jelek,negatif,jelek
"Dear Honda, mendingan gak ush buat aplikasi di android kalo ga fungsi dan gak siap buat di pake jutaan orang di indonesia ini, udah di instal ga bisa di apa2in.",negatif,dear honda mending tidak ush aplikasi android kalo tidak fungsi tidak pake juta orang indonesia instal tidak in
"Sudah berhari-hari coba mendaftar kan kendaraan sesuai dengan yang di STNK selalu jawabannya ""kendaraan tidak ditemukan atau anda belum mendaftar"" padahal jelas2 sudah mendaftar..coba dengan email lain..ternyata sama saja... tolong di perbaiki",negatif,hari coba daftar kendara sesuai stnk jawab kendara tidak temu belum daftar daftar coba email tolong baik
Parah.......,negatif,parah
App mantap 👍,positif,aplikasi mantap
Almar Rajendra Khansa,positif,almar rajendra khansa
"Aplikasi sampah !!! Registrasi aja gagal mulu. Udah ngisi surel alamat email dengan benar, trus pas waktu minta kode aktivasi tapi gak ada juga dikirim lewat email! Pecat aja tuh yg bikin aplikasinya!!!",negatif,aplikasi sampah registrasi gagal mulu ngisi surel alamat email trus pas kode aktivasi tidak kirim email pecat tuh yg bikin aplikasi
K up my j ng g ng b my the! K mhee my m my ng mhee kit,positif,up my ng ng my the mhee my my ng mhee kit
Gak bisa mendaftarkan kendaraan.,negatif,tidak daftar kendara
Responnya lambat,negatif,responnya lambat
Erdfaae,negatif,erdfaae
"Serius aplikasi ini dibuat untuk memberi kemudahan customer? Sampai kapan aplikasi ini akan bisa di akses? Mungkin ada solusi pengganti aplikasi ini, agar bisa diakses dan memberi kemudahan customer 🙏",negatif,serius aplikasi mudah customer aplikasi akses solusi ganti aplikasi akses mudah customer
Aplikasi abal2 Dalam aplikasi disuruh milih waktu yg tersedia....tapi dari call center..bilang waktu tdk tersedia dan seenaknya aja merubah waktunya. Seharusnya kalau slot waktu tdk tersedia lagi...maka customer tdk bisa lagi memilih waktu yg dicantumkan dalam aplikasi.,negatif,aplikasi abal aplikasi suruh milih yg sedia call center bilang tidak sedia rubah slot tidak sedia customer tidak pilih yg cantum aplikasi
"Gak bisa log-in, padahal awal masih bisa, setelah diperbaharui malah gak bisa sama sekali... Tolong di perbaiki lagi.",negatif,tidak log in baharu tidak tolong baik
"Aplikasi sampah, udh coba ulang2 masukin data tetap aja kendaraan blm terdaftar.",negatif,aplikasi sampah coba ulang masukin data kendara belum daftar
"Booking hanya dibatasi sekitar sebulan, bagusnya sudah support booking 6 bulan kemudian, riwayat service kita tidak ditampilkan, bagus juga disediakan list part yang akan di periksa dan ganti di service berikutnya sera lebih bagus lagi jika disediakan dengan estimation biaya service berkala kendaraan kita, semoga bisa jadi masukan buat pengembang app Honda e-Care, dan terealisasikan.",negatif,booking batas bulan bagus support booking riwayat service tidak tampil bagus sedia list part periksa ganti service sera bagus sedia estimation biaya service kala kendara moga masuk kembang aplikasi honda care realisasi
Daftar dulu masbro baru login kok payah. Voucher ada di kolom voucher,positif,daftar masbro login payah voucher kolom voucher
"Aplikasi tdk bsa d pake,, aplikasi Tolol!! Bagaimana kita mau daftar recall, Login arahnya kemana dan tdk bsa, app sampah!! Ttitik GPS tdk bsa, app anjingg",negatif,aplikasi tidak bsa pake aplikasi tolol daftar recall login arah mana tidak bsa aplikasi sampah ttitik gps tidak bsa aplikasi anjingg
Parah parah. Udah instal 2x tapi ga bisa log in. Gila sih ini bikin apk buat ngabisin kuota customer ajah,negatif,parah parah instal tidak log in gila sih bikin aplikasi ngabisin kuota customer ajah
Sangat membatu,positif,batu
Sekalian bikin katalog harga spare part HONDA,positif,bikin katalog harga spare part honda
Terima kasih telah memberikan pelayanan dengan baik,positif,terima kasih layan
"Dapat melakukan booking service, tanpa antri ke dealer dan menunggu lama..",positif,booking service antri dealer tunggu
Dapat info dari honda,positif,info honda
kode voucher sudah dimasukan saat booking tapi tidak bisa dipakai saat sampai di dealer karena tidak muncul kodenya di aplikasi dan malah menyalahkan hp user. padahal tinggal cek di dashboard atau lngsung saja query databasenya kalau tidak ada dashboard sistemnya!,negatif,kode voucher masuk booking tidak pakai dealer tidak muncul kode aplikasi salah hp user tinggal cek dashboard lngsung query databasenya tidak dashboard sistem
Memberi kemudahan pelayanan service,positif,mudah layan service
Sangat memuaskan.,positif,muas
"Ga bisa login, Api tidak ditemukan. lokasi perkotaan, tolong diperbaiki servernya. Kalo sudah bisa login bintang ya kutambah",negatif,tidak login api tidak temu lokasi kota tolong baik servernya kalo login bintang ya tambah
Ulasan apk saya dm di ig HPM aja..disini ga di tanggapi..,negatif,ulas aplikasi dm ig hpm tidak tanggap
aplikasi jagan di unduh egk bisa di pake percuma,negatif,aplikasi jagan unduh egk pake
Top 👍👍,positif,top
"Aplikasi cacat, gak bisa login",negatif,aplikasi cacat tidak login
"Aplikasi ini nggak baik. katanya promo diskon khusus sampai 50/25 sampai tempat servis nggak ada potongan voucher nya,",negatif,aplikasi tidak promo diskon khusus servis tidak potong voucher nya
"Suka bgt sama aplikasi ini.. Disaat mau service berkala mobil tinggal booking dr aplikasi trus 5 menit kemudian dpt telp dr Honda.. Hari H mau service mobil tdk antri lg langsung ke pelanggan prioritas.. Trus dpt info2 yg berguna misalnya mobil sdh habis masa service gratis ehh ga taunya di aplikasi tercantum pembelian mobil dr Agustus 2018 free service mobil selama 4thn. Klu kita tdk tau info ini n tidak sampaikan ke pihak bengkel Honda,kita sampai di bengkel Honda tetep kena cas service nya",positif,suka banget aplikasi saat service kala mobil tinggal booking aplikasi trus menit dpt telp honda service mobil tidak antri lg langsung langgan prioritas trus dpt info yg guna mobil sdh habis service gratis ehh tidak tau aplikasi cantum beli mobil agustus free service mobil thn klu tidak tau info tidak bengkel honda bengkel honda tetep kena cas service nya
Thanks promonya Honda,positif,thanks promonya honda
Okeh,positif,okeh
Mantab,positif,mantab
Tidak perna buat masalah,positif,tidak perna
Makasih aplikasi nya sangat menyenangkan dan membantu banget,positif,makasih aplikasi nya senang bantu banget
"No. Polisi, No. Rangka dan No. Mesin sudah diisi dengan benar, tapi waktu diklik SIMPAN selalu muncul pesan ""Kendaraan tidak ditemukan atau belum terdaftar"" Mohon info selanjutnya... Sementara ⭐⭐ dulu... Kalo sudah terdaftar, saya kasih ⭐⭐⭐⭐⭐",negatif,no polisi no rangka no mesin isi klik simpan muncul pesan kendara tidak temu belum daftar mohon info kalo daftar kasih
Sukses utk honda... tingkatkan terus pelayanannya,positif,sukses utk honda tingkat layan
Great apps,positif,great apps
"Aplikasii yg muthakirr ,luar biasa saya sangat terbantu sebagai pengguna Honda. Gokksssss!",positif,aplikasi yg muthakirr bantu guna honda gokks
"Saya kapan hari service diberes honda dengan pilihan paket 3. Saya kecewa karena disitu penggantian oilnya tidak sama dengan apa yang di sampaikan dikolom promosi. Dikolom promosi untuk penggantian oil tercantum kemasan 5liter, dan ternyata sampai di beres diganti pakek oil drum2man. 😑",negatif,service beres honda pilih paket kecewa situ ganti oilnya tidak kolom promosi kolom promosi ganti oil cantum kemas liter beres ganti pakek oil drum man
Aplikaainya gak jelas arah dan tujuannya,negatif,aplikaainya tidak arah tuju
"Aplikasi ngak guna, masa mau registrasi aja ngak bisa, tiap kali mau simpan data langsung force close aplikasinya... gimana mau booking service kayak gini 👎👎👎",negatif,aplikasi ngak registrasi ngak kali simpan data langsung force close aplikasi gimana booking service kayak gin
Sudah berbulan bulan registrasi mobil nya tapi gak bisa-bisa dan gedeknya nya lagi buat booking service juga gak bisa,negatif,bulan registrasi mobil nya tidak gedek nya booking service tidak
"Aplikasi abal-abal. Tidak ada tombol booking di halaman booking, cepat perbaiki!",negatif,aplikasi abal abal tidak tombol booking halaman booking cepat baik
Mau registrasi tetapi tidak bisa,negatif,registrasi tidak
"Ini aplikasi buat gemes ingin dibanting, ko bisa ya?? Minta tolong dong Tim Honda, aplikasinya malu-maluin Pemilik Honda, masa aplikasi tidak ada tombol save/ok/no/konfirm, sudah diinput hilang, pilih type ga tau tombol di umpetin dimana, hadeuhhh",negatif,aplikasi gemes banting ko ya tolong tim honda aplikasi malu maluin milik honda aplikasi tidak tombol save ok no konfirm diinput hilang pilih type tidak tau tombol umpetin mana hadeuh
Kok lokasi palopo tidak bs booking... Padahal beres sanggar laut selatan ada,negatif,lokasi palopo tidak bs booking beres sanggar laut selatan
"Sudah registrasi katanya voucher di SMS, di tunggu gak ada... Dan tanya ke Honda, mereka gak tahu apa2...",negatif,registrasi voucher sms tunggu tidak honda tidak
"tidak bisa registrasi. saat masuk registrasi,minta kode aktivasi tidak pernah muncul. tolong disempurnakan aplikasinya",negatif,tidak registrasi masuk registrasi kode aktivasi tidak muncul tolong sempurna aplikasi
Tidak bisa mendaftar booking servis,negatif,tidak daftar booking servis
😊😊GOOD NILAI 800,positif,good nilai
Nice Apps,positif,nice apps
"Aplikasi ini harus bisa mengCek Histori kendaraan, seperti aplikasi Kompetitor.. Dgn menginput NIK dan no. Pol nya. Agar minimal ada remaindernya juga jika lupa schedule service berkala",negatif,aplikasi mengcek histori kendara aplikasi kompetitor menginput nik no pol nya minimal remaindernya lupa schedule service kala
Sudah semakin baik & lebih user friendly dr versi sebelumnya,positif,user friendly versi
"Sudah berbulan2 coba tetap gak bisa registrasi. Tanya ke bengkel resmi juga tidak bisa membantu. Lebih baik tidak usah mengeluarkan aplikasi tapi tidak siap dan menyusahkan pemilik kendaraan. Seperti hanya ikut2an punya aplikasi, biar dianggap keren dan melek teknologi😠",negatif,bulan coba tidak registrasi bengkel resmi tidak bantu tidak keluar aplikasi tidak susah milik kendara an aplikasi biar anggap keren melek teknologi
Ngga bs registrasi....diulang2 smp berkali2...jawabannya tetep mbl blm terdaftar...trus mksdnya bikin aplikasi ini buat apa kl registrasi aj ga bisa,negatif,tidak bs registrasi ulang smp kali jawab tetep mbl belum daftar trus mksdnya bikin aplikasi kl registrasi aj tidak
"Tidak bisa register, no rangka no mesin tidak terdaftar",negatif,tidak register no rangka no mesin tidak daftar
"Saya owner Mobilio dan mhn ditingkatkan service care nya. Klo pelayanan purnajual Honda seperti ini, jgn salahkan konsumen yg pindah ke merk sebelah",negatif,owner mobilio mhn tingkat service care nya klo layan purnajual honda jgn salah konsumen yg pindah merk belah
Ternyata bukan gw aja yg susah registrasi di app ini. OMG ini beneran app Honda 🤕🙈,negatif,bukan gw yg susah registrasi aplikasi omg beneran aplikasi honda
Tidak bisa diinstal,negatif,tidak diinstal
"Gimana deh, udh milih jam sama hari, tetep aja gabisa booking, katanya proses terlalu lama..kadang2 muncul 2 errors occure",negatif,gimana deh milih jam tetep gabisa booking proses kadang muncul errors occure
Susaaaaah banget registrasinya ya... Koq Honda yg sudah mempunyai teknologi terkini tapi IT nya sepertinya abal-abal... Benerin atuh biar Honda tetap keren...,negatif,susah banget registrasi ya koq honda yg teknologi kini it nya abal abal benerin atuh biar honda keren
"Yth. Pengelola Honda e-Care, kenapa selalu terjadi eror ketika saya mau daftar di aplikasi ini?",negatif,yth kelola honda care eror daftar aplikasi
Gak bisa search lokasi dealer...,negatif,tidak search lokasi dealer
Aplikasi yg bagus kita bisa lihat kapasitas di dealer,positif,aplikasi yg bagus lihat kapasitas dealer
"Gimana mau booking pilih jam nya aja gak bisa, aplikasi tidak membantu sama sekali",negatif,gimana booking pilih jam nya tidak aplikasi tidak bantu
Aplikasi ngga bisa dipakai... ngga niat amat bikin pelayanan konsumen 👎,negatif,aplikasi tidak pakai tidak niat bikin layan konsumen
Buat booking servis tidak bisa aplikasi apaan ini buat emosi aja,negatif,booking servis tidak aplikasi emosi
Pelayanan Honda payah banget masa kendaraan anda belum terdaptar.,negatif,layan honda payah banget kendara belum terdaptar
2 exceptions occurred.. Ko gini terus . Tidak di beri tau hal apa yang di tolak biar bisa di perbaiki .. Tiba2 aplikasi tidak bisa di gunakan . Padahal blom pernah di gunakan untuk booking . Seharus nya klo ada hal yang tidak di setujui di beri tahu liat pemberitahuan. Atau email.,negatif,exceptions occurred ko gin tidak tau tolak biar baik aplikasi tidak blom booking harus nya klo tidak tuju liat pemberitahuan email
Jelek..udah daftar isian sdh lengkap tp gak bisa2 jg,negatif,jelek daftar isi sdh lengkap tidak
Semoga lebih mudah,positif,moga mudah
"Tidak bisa registrasi, kendaraan tidak terdaftar",negatif,tidak registrasi kendara tidak daftar
"Tidak bisa registrasi ,kendaraan tidak terdaftar alias tidak di ketemukan",negatif,tidak registrasi kendara tidak daftar alias tidak ketemu
"Dicoba dulu, kalo dpt membantu baru ditambah bintangnya",negatif,coba kalo dpt bantu tambah bintang
Kendaraan Anda Belum Ditemukan Padahal Sudah 5 Tahun Saya Pakai,negatif,kendara belum temu pakai
Coba instal aplikasi ini. Kalo jelek uninstal lagi.,negatif,coba instal aplikasi kalo jelek uninstal
👍🏻 good,positif,good
Aplikasi bisa diintal tp registerasi gagal terus padahal sedah menhikuti arahan,negatif,aplikasi diintal registerasi gagal dah menhikuti arah
Mantap tap 👍🤝,positif,mantap tap
Cepat bgt..bgus,positif,cepat banget bgus
"Bengkel resmi honda kualitasnya SANGAT JELEK, bahkan di bengkel BINTANG CIMONE kemungkinan ada indikasi PENIPUAN. Saya dijanjikan untuk pengecatan ulang ternyata hanya dipoles. Dan saya mengalami kerugian bertambahnya kilometer mobil, pdhal diawal sy blg tidak mau mobilnya dibawa, sy minta bagian yg bermasalah dicopot. Dan tindakan dari DIREKTUR nya bernama PETER dan KA BENG nya sangat tidak terpuji dengan membentak2 saya dan dalam posisi ingin memukul saya! HONDA PAYAH JELEK MENGECEWAKAN !!!!!",negatif,bengkel resmi honda kualitas jelek bengkel bintang cimone indikasi tipu janji cat ulang poles alami rugi tambah kilometer mobil pdhal awal blg tidak mobil bawa yg masalah copot tindak direktur nya nama peter ka beng nya tidak puji bentak posisi pukul honda payah jelek kecewa
Cukup membantu untuk booking..tqoi mohon di tambah lagi fitur nya guna memantau perbaikan mobil untuk mengerahui progress perbaikan karena kebetulan mobil kami 10 hari repair body di sana..( dealer honda ),negatif,bantu booking tqoi mohon fitur nya pantau baik mobil rahu progress baik mobil repair body dealer honda
First to try,positif,first to try
APLIKASI GEJE mau mendaftar ko ga bs 👎,negatif,aplikasi geje daftar ko tidak bs
"Udah di install.. registrasi tp ga bisa, keterangan motor tidak ditemukan, padahal dah ngisi sesuai stnk.. Parah",negatif,install registrasi tidak terang motor tidak temu dah ngisi sesuai stnk parah
Knpa ga slalu berhasil setiap sy registrasi alasnnya nomor kendaraan blum terdaftar,negatif,knpa tidak slalu hasil registrasi alasnnya nomor kendara blum daftar
Ternyata hanya untuk sekedar pesan servis. Sy kira ada Info2 tentang berkendara. Aplikasi unfaedah,negatif,dar pesan servis info kendara aplikasi unfaedah
"Aplikasi apa ini, di download tidak bisa, belum di gunakan aja sudah bikin susah apalagi pas di pelayanan nya",negatif,aplikasi download tidak belum bikin susah pas layan nya
Mau registrasi saja tidak bisa katanya tidak terkoneksi internet padahal wifi lancar jaya. Mohon diperbaiki. Terimakasih.,negatif,registrasi tidak tidak koneksi internet wifi lancar jaya mohon baik terimakasih
"Ga bisa registrasi, payah",negatif,tidak registrasi payah
"Ga bisa booking service, padahal tanggal dan jam yg dipilih tersedia, dealer pun juga tersedia. Tapi tetep ga bisa pesan. Lah kemarin"" disarankan buat booking lewat aplikasi. Ini malah ga bisa. Piye ya.",negatif,tidak booking service tanggal jam yg pilih sedia dealer sedia tetep tidak pesan kemarin saran booking aplikasi tidak piye ya
Aplikasi Trial Error.. mobil tidak terdaftar.. input data salah terus.. Parah.. bikin malu honda saja..,negatif,aplikasi trial error mobil tidak daftar input data salah parah bikin malu honda
Tidak bisa mendaftar bilang eror terus padahal mobilku baru. Mau boking service susah. Capedeh...........,negatif,tidak daftar bilang eror mobil boking service susah capedeh
Kenapa kok pada saat pilih menu....misal booking service lama banget loading nya....dan akhirnya gagal,negatif,pilih menu booking service banget loading nya gagal
Tdk bisa registrasi,negatif,tidak registrasi
"Tidak bisa aktivasi, tolong bantu...",negatif,tidak aktivasi tolong bantu
Kenapa registrasi pengguna baru sdh di masukan nomor rangka nomor mesin tdk bisa juga masuk ada yg bisa jelaskan,negatif,registrasi guna sdh masuk nomor rangka nomor mesin tidak masuk yg
Saya registrasi kok nggak bisa ya...pesanya kendaraan anda blm terdaftar,negatif,registrasi tidak ya pesa kendara belum daftar
"Booking service untuk area Kab. Semarang (Honda semarang s/d honda salatiga) pinggir tidak ada yang bisa semua, percuma ada menu booking service",negatif,booking service area kab semarang honda semarang honda salatiga pinggir tidak menu booking service
ngga bisa registrasi...hueheuuhueehheee,negatif,tidak registrasi hueheuuhueehhe
entar kalau bagus jadi bintang 5,negatif,entar bagus bintang
"tidak dapat melakukan aktifasi profil sehingga tidak dapat melakukan booking service, setiap dimasukkan kodenya selalu gagal, tapi ketika meminta untuk mengirim kembali kode, kode tidak terkirim malah muncul pop up dr aplikasi mengatakan ""selamat, akun anda telah aktif"" tapi masih tidak dapat melakukan booking service. kacau, harap diperbaiki",positif,tidak aktifasi profil tidak booking service masuk kode gagal kirim kode kode tidak kirim muncul pop up aplikasi selamat akun aktif tidak booking service kacau harap baik
mannnnnntaaaaaap,positif,mantap
Gua kecewa sm sales. 1 Dari DP 19 juta lebih tiba2 keluar PO DP 27 juta tanpa ada konfirmasi sm gua.2 perjanjian stnk keluar baru cicilan jalan.malah mobil blm kasih unit ke gua sm stnk malah sdh berjalan cicilan.gua ngomong baik2 sm salesnya.sales lebih galak sm gua .keluar uang gua bukan sales.sales kayak tai.bilang stnk keluar 14 hari kerja.sabtu sm minggu tuh gua tau nggak di hitung.gua mau tau sj stnk pasti keluar 14 hari kerja apa nggak.kalo nggak gua masukin ke sosial biar orang tau,negatif,gua kecewa sales dp juta po dp juta konfirmasi gua janji stnk cicil jalan mobil belum kasih unit gua stnk sdh jalan cicil gua ngomong salesnya sales galak gua uang gua bukan sales sales kayak tai bilang stnk kerja sabtu minggu tuh gua tau tidak hitung gua tau sj stnk kerja tidak kalo tidak gua masukin sosial biar orang tau
udah masukin noka nosin masa kendaraan blom terdaftar .. aplikasi aneh,negatif,masukin noka nosin kendara blom daftar aplikasi aneh
Boking jadi lebih mudah via online,positif,boking mudah via online
ko tidak bisa daftar.pdahal saya sudah masukin semua dengan benar???,negatif,ko tidak daftar pdahal masukin
"booking service gagal terus, padahal tertulisnya tersedia. tapi suruh rescedule terus",negatif,booking service gagal tulis sedia suruh rescedule
ook,positif,ook
untuk aktivasi nya tidak pernah kode terkirim ke email saya,negatif,aktivasi nya tidak kode kirim email
"tidak bisa login fail terus, pesannya ""Proses terlalu lama silahkan coba lagi""",negatif,tidak login fail pesan proses silah coba
sangat membantu waktu service,positif,bantu service
mantthuull,positif,mantthuull
good job thanks😁😇😎,positif,good job thanks
"utk aplikasi sebenarnya sudah membantu karena ada info lokasi dealer atau bengkel resminya, nah kedepannya harapan saya history service kendaraanya jadi fitur di dalamnya. jadi kalau mau service bisa kebaca kapan nih waktunya service (reminder) dan apa saja yg sudah di service pd waktu sebelum sebelumnya termasuk biaya atau harganya. bagus lagi didalam apps tsb ada pricelist sparepartnya. cuman saran sih :)",positif,utk aplikasi bantu info lokasi dealer bengkel resmi depan harap history service kendaraanya fitur dalam service baca nih service reminder yg service pd biaya harga bagus dalam apps tsb pricelist sparepartnya cuman saran sih
"mantul nih,,, gk perlu antri lama, gk perlu repot cari bengkel buat service. honda is the best.",positif,mantap nih tidak antri tidak repot cari bengkel service honda is the best
sangat membantu pengguna mobil honda untuk mencari dealer sejabodetabek,positif,bantu guna mobil honda cari dealer sejabodetabek
"Dealer jadi mudah mengatur shedule service booking sehingga customer tidak antri lama, customer bisa menentukan sendiri jadwal booking service sesuai kebutuhan dan jg customer tidak antri pada saat service di dealer. Online booking menjadikan customer priority.",positif,dealer mudah atur shedule service booking customer tidak antri customer tentu jadwal booking service sesuai butuh customer tidak antri service dealer online booking jadi customer priority
"apknya sangat bagus sekali, tidak ada iklan sama sekali.",positif,apknya bagus tidak iklan
ameziiinnggg,positif,amezinng
aplikasi yg menguntungkan bagi customer karena sangat mudah dalam melakukan booking. top 5 bintang ...,positif,aplikasi yg untung customer mudah booking top bintang
cakep n mantap jadi gampang nga perlu tanya2 gi,positif,cakep mantap gampang nga gi
baguss...,positif,baguss
Semua field sudah diisi sesuai dokumen. Tapi sistem reply kendaraan belum terdaftar. plus susah diakses.,negatif,field isi sesuai dokumen sistem reply kendara belum daftar plus susah akses
kendaraan tidak terdaftar. jadi tidak bisa masuk. padahal sudah masukan no yg sesuai,negatif,kendara tidak daftar tidak masuk masuk no yg sesuai
terus ditingkatkan fiturnya,positif,tingkat fiturnya
ga bisa register,negatif,tidak register
sangat bagus dan bermanfaat,positif,bagus manfaat
"apps ngga jelas, ngga bisa daftar padahal data sudah sesuai tpi katanya kendaraan belum trdaftar. uninstall lah",negatif,apps tidak tidak daftar data sesuai tpi kendara belum trdaftar uninstall
ga bisa daftar mohon d perbaiki,negatif,tidak daftar mohon baik
muantap,positif,muantap
"Payah banget aktivasi berkali kali tetap ga bisa, percuma aplikasi nya belum sempurna. Membingungkan...",negatif,payah banget aktivasi kali kali tidak aplikasi nya belum sempurna bingung
Yang bisa akses cuma yang punya mobil yang lagi nyari mobil ga bisa lihat katalog mobil nya Harus log in pake no rangka sama plat nomor,negatif,akses mobil nyari mobil tidak lihat katalog mobil nya log in pake no rangka plat nomor
Aplikasi belum sempurna sudah dilaunch...regristasi aja gak dikenal...payah,negatif,aplikasi belum sempurna dilaunch regristasi tidak kenal payah
Mo regist keterangan kendaraan tdk terdaftar?? Pdhal udh bner nmor2 kendaraan ssuai stnk. Ga like,negatif,mo regist terang kendara tidak daftar pdhal bner nmor kendara ssuai stnk tidak like
Josht Gandos,positif,josht gandos
"pelayanan bagus,Zachsaid4 welcome..komunikatif..",positif,layan bagus zachsaid welcome komunikatif
"Historynya tidak update dan pesan masuk tidak bisa dibuka, hanya ada notifikasinya aja (5/24/23) Update: setelah kirim email dgn lampiran masalah untuk saat ini history servis terlihat namun tidak seluruhnya, untuk yang per tanggal 28/3/23 blm tampil, terlihat langsung di servis terakhir tanggal 17/5/23. Selain drpd itu untuk note servis (saran servis) juga blm hilang, dgn kondisi saran servis perbaikan trsbt sdh dilakukan, selanjutnya pesan masuk blm terlihat. Per 1/5/2026 tidak bisa login",negatif,historynya tidak update pesan masuk tidak buka notifikasi update kirim email lampir history servis tidak tanggal belum tampil langsung servis tanggal drpd note servis saran servis belum hilang kondisi saran servis baik trsbt sdh pesan masuk belum tidak login
jelek dan lamban. loadingnya lamaaa sekali. saya isi booking saja nunggunya sampai 45 menit karena proses loading yg lama. promo juga sedikit. ga banget deh kalau pakai aplikasi honda.,negatif,jelek lamban loadingnya isi booking nunggunya menit proses loading yg promo tidak banget deh pakai aplikasi honda
"tolong perbaiki app nya, sudah instal ulang, tetap tidak bisa di lanjutkan untuk order service. tks",negatif,tolong baik aplikasi nya instal ulang tidak lanjut order service tks
"masuk ke app susah, tidak user friendly, tidak bisa dipakai appnya. tolong diperbaiki, nge bug parah.",negatif,masuk aplikasi susah tidak user friendly tidak pakai appnya tolong baik nge bug parah
"lambat sekali, tolong perhatiannya",negatif,lambat tolong perhati
good service for SA ( Ridwan),positif,good service for sa ridwan
Gambar Honda BRV saya tidak ada di menu drop-down My Honda.,positif,gambar honda brv tidak menu drop down my honda
mantapsss,positif,mantaps
Easy to use & very helpful for booking service,positif,easy to use very helpful for booking service
verygood in service,positif,verygood in service
Sering kali ketika di cek sudah dalam posisi terlogout. Biasanya aplikasi terlogout jika ada login tidak berhak pada device lain. Tolong diperbaiki supaya tidak terjadi login yang tidak berhak.,negatif,kali cek posisi terlogout aplikasi terlogout login tidak hak device tolong baik tidak login tidak hak
"Good interface, easy to use. Sometimes it can be a bit slow but not affecting the usage too much",positif,good interface easy to use sometimes it can be bit slow but not affecting the usage too much
menu booking service memudahkan untuk menyesuaikan dg schedule pekerjaan,positif,menu booking service mudah sesuai dg schedule kerja
great apps.. really helpful,positif,great apps really helpful
best,positif,best
"sekarang sudah bagus, bisa lihat service record sebelumnya. semoga makin bagus dan lengkap.",positif,bagus lihat service record moga bagus lengkap
mantab. sangat membantu,positif,mantab bantu
booking mudah,positif,booking mudah
"mantap, bagus",positif,mantap bagus
"sip, sudah lancar semua",positif,sip lancar
"Tetap pertahankan kinerja baik ini, semua mudah tinggal klik saja",positif,tahan kerja mudah tinggal klik
mudah mudahan bs lebih baik lagi aplikasinya,positif,mudah mudah bs aplikasi
Akhirnya dibenerin jg app nya. Kemarin sampe install ditablet buat booking service nya.,positif,dibenerin aplikasi nya kemarin sampe install tablet booking service nya
halaman Beranda tidak ada icon yang dapat diakses.,negatif,halaman beranda tidak icon akses
"Setelah update, menu jadi tidak bisa di klik. Mohon segera perbaharui lagi.",negatif,update menu tidak klik mohon baharu
"Memudahkan untuk booking service dll jadi tdk usah melalui telpon lagi, semua lewat ponsel saja",positif,mudah booking service dll tidak telpon ponsel
Nge Bug can't Access Menu and Choose car,negatif,nge bug can access menu and choose car
"i cannot click all the menu, please fix this application. this application is helpful, but now is not working. i'm running on android 15, i try use mobile data or wifi still cannot click any menu.",negatif,can not click all the menu please fix this application this application is helpful but now is not working running on android try use mobile data or wifi still can not click any menu
not functioning after logging in,negatif,not functioning after logging in
